eventTime,sourceIPAddress,userAgent,eventName,eventSource,awsRegion,userIdentitytype,eventType,errorCode,requestParametersinstanceType,is_error,ip_frequency,event_frequency,region_frequency,anomaly_label,anomaly_score,anomaly_type
2017-03,220.4,aws-cli,ListFunctions202224,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,63,1759,89128,1,0.01700909161664893,Normal
2017-05,255.253,Boto3,ListEntitiesForPolicy,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,3114,53892,1,0.0023861129335542852,Normal
2019-10,250.58,Boto3,DescribeFileSystems,elasticfilesystem.amazonaws.com,ap-south-1,IAMUser,AwsApiCall,,NotApplicable,0,2490,304,3765,1,0.05744535836542897,Normal
2017-10,229.193,aws-cli,GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,38,3927,53892,-1,-0.0043878657048253555,Behavioral Anomaly
2017-03,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2018-04,155.63,Boto3,CreateDefaultVpc,ec2.amazonaws.com,ap-southeast-2,IAMUser,AwsApiCall,Client.UnauthorizedOperation,NotApplicable,1,5444,670,4130,1,0.024244171587929075,Normal
2019-10,7.231,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,72,37407,89128,1,0.045604488339212323,Normal
2017-02,255.253,console.ec2.amazonaws.com,DescribeInstanceStatus,ec2.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,165,89128,1,0.05503214119212346,Normal
2020-02,2.7,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,835,37407,89128,1,0.02974820085769997,Normal
2017-03,31.237,aws-cli,ListUserPolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,66,373,53892,1,0.0661385714571045,Normal
2020-03,253.103,Boto3,DescribeVpcEndpoints,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,,NotApplicable,0,417,265,2589,1,0.05440889994611753,Normal
2018-03,216.224,aws-cli,DescribeAccountAttributes,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,14,335,89128,1,0.06410596739951252,Normal
2017-05,255.253,aws-sdk-java,DescribeAddresses,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,598,4967,1,0.006429691772192658,Normal
2019-11,240.211,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,112,37407,89128,1,0.043989371340912686,Normal
2019-12,4.246,Boto3,DescribeVpcPeeringConnections,ec2.amazonaws.com,ap-southeast-1,IAMUser,AwsApiCall,,NotApplicable,0,575,553,3747,1,0.03571876092047571,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,Client.UnauthorizedOperation,r5.2xlarge,1,4196,17605,2589,1,0.009884924576472387,Normal
2018-01,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-01,134.146,Boto3,ListDeliveryStreams,firehose.amazonaws.com,ap-south-1,IAMUser,AwsApiCall,,NotApplicable,0,4621,82,3765,1,0.05641005969773477,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,m5d.2xlarge,1,10208,17605,5063,1,0.024559089127805578,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,Client.UnauthorizedOperation,m5.large,1,4196,17605,89128,1,0.017393886680048487,Normal
2019-10,173.255,[aws-cli,ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,31,5470,89128,1,0.024263019111874895,Normal
2020-01,134.146,aws-cli,DescribeVolumes,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,4621,1051,89128,1,0.033821054691510366,Normal
2018-02,250.8,aws-cli,ListRolePolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,123,321,53892,1,0.0661385714571045,Normal
2019-09,84.251,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,36,37407,89128,1,0.044650471464219965,Normal
2019-10,128.59,[Boto3,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1750,5427,89128,1,0.011928096201799965,Normal
2017-05,255.253,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,32561,53892,1,0.00500342663257225,Normal
2020-01,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ap-southeast-2,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,4130,1,0.015286197879339936,Normal
2017-07,0.99,aws-cli,DescribeStacks,cloudformation.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,141,397,89128,1,0.06410596739951252,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2017-12,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-02,1.9,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,117,37407,89128,1,0.043778954087904776,Normal
2020-02,120.186,Boto3,DescribeAlarms,monitoring.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,703,488,2589,1,0.040949987163386437,Normal
2019-09,241.223,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,46,37407,53892,1,0.031435679887195755,Normal
2019-11,95.22,Boto3,ListBuilds,codebuild.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1919,43,3463,1,0.04284291681968516,Normal
2017-05,255.253,Boto3,DescribeTrails,cloudtrail.amazonaws.com,sa-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,1488,3621,1,0.018853524055849724,Normal
2017-05,Unknown,support.amazonaws.com,ListStacks,cloudformation.amazonaws.com,ap-northeast-1,Root,AwsApiCall,,NotApplicable,0,28065,212,4288,1,0.04426700262562927,Normal
2017-03,252.138,aws-sdk-nodejs,DescribeInstances,ec2.amazonaws.com,eu-west-2,IAMUser,AwsApiCall,,NotApplicable,0,1700,4978,5152,1,0.017931058860403415,Normal
2017-05,255.253,[Boto3,GetBucketLifecycle,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,NoSuchLifecycleConfiguration,NotApplicable,1,31011,630,89128,1,0.004578927417357825,Normal
2017-11,6.3,aws-cli,DescribeSnapshots,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,75,37407,5755,1,0.006744853020928088,Normal
2017-02,255.253,[S3Console,GetBucketLocation,s3.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1342,89128,1,0.005666767471864398,Normal
2017-05,255.253,[Boto3,GetBucketWebsite,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,31011,706,89128,1,0.03483375843716102,Normal
2017-05,255.253,Boto3,ListEntitiesForPolicy,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,3114,53892,1,0.0023861129335542852,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2017-05,255.253,aws-sdk-java,ListUsers,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,462,53892,1,0.05569858874726291,Normal
2019-11,111.252,aws-cli,DescribeLogStreams,logs.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,230,845,89128,1,0.03290473422538248,Normal
2017-05,Unknown,support.amazonaws.com,DescribeLimits,kinesis.amazonaws.com,ap-southeast-2,Root,AwsApiCall,,NotApplicable,0,28065,64,4130,1,0.04399256363526466,Normal
2020-01,252.121,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,91,37407,53892,1,0.03187676105477194,Normal
2020-01,134.146,[Boto3,GetBucketLocation,s3.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,4621,1342,53892,-1,-0.0006638208702963166,Security Error
2017-02,255.253,console.amazonaws.com,GetPolicy202224v2,lambda.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1464,89128,-1,-0.0003196369582222913,Behavioral Anomaly
2019-09,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-09,176.8,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,,NotApplicable,0,60,37407,4967,1,0.011147687711331455,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2019-10,207.113,aws-cli,GetFunction202224v2,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,26,176,89128,1,0.05581771850072009,Normal
2017-02,255.253,[S3Console,GetBucketLocation,s3.amazonaws.com,us-east-1,Root,AwsApiCall,,NotApplicable,0,31011,1342,53892,1,0.006441676378171668,Normal
2017-05,255.253,[Boto3,GetBucketTagging,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,NoSuchTagSet,NotApplicable,1,31011,584,89128,1,0.0015676109156400608,Normal
2017-05,255.253,[Boto3,GetBucketVersioning,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,31011,901,89128,1,0.01822496967343812,Normal
2017-05,247.89,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,4,37407,89128,1,0.04188839752166795,Normal
2019-11,202.157,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,75,37407,53892,1,0.03187676105477194,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,Client.Unsupported,x1e.2xlarge,1,10208,17605,2589,1,0.01275047721750222,Normal
2017-11,1.198,Boto3,DescribeSnapshots,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,417,37407,5233,1,0.00694610530614298,Normal
2020-02,5.5,[aws-cli,ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,301,5470,89128,1,0.022282840887937805,Normal
2019-10,98.3,aws-cli,GetPolicy,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,18,1299,53892,1,0.022341696092913144,Normal
2020-03,22.4,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,30,37407,89128,1,0.044650471464219965,Normal
2018-04,155.63,Boto3,RunInstances,ec2.amazonaws.com,sa-east-1,IAMUser,AwsApiCall,Client.InstanceLimitExceeded,m5.24xlarge,1,5444,17605,3621,1,0.01621525737820556,Normal
2017-09,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-10,24.98,Boto3,DescribeVpnConnections,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,2630,256,5755,1,0.055313495087151165,Normal
2019-11,231.253,aws-cli,ListGroups,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,29,205,53892,1,0.06595762071785022,Normal
2020-03,237.87,Boto3,ListPlaybackConfigurations,mediatailor.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,4133,18,89128,1,0.05534426668613224,Normal
2017-09,224.223,console.amazonaws.com,ListInstanceProfilesForRole,iam.amazonaws.com,us-east-1,Root,AwsApiCall,,NotApplicable,0,146,249,53892,1,0.06595762071785022,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,Client.Unsupported,x1e.4xlarge,1,10208,17605,4967,1,0.02505402818555713,Normal
2017-07,0.18,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,459,5817,53892,1,0.012030669973783825,Normal
2019-11,4.237,Boto3,DescribeAccount,workspaces.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,708,15,53892,1,0.06068582226028557,Normal
2017-05,255.253,Boto,DescribeRegions,ec2.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,391,53892,1,0.05569858874726291,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,4288,1,0.015496338031055934,Normal
2017-09,175.204,[Boto3,ListBuckets,s3.amazonaws.com,ap-southeast-2,IAMUser,AwsApiCall,,NotApplicable,0,39,5470,4130,1,0.011146439069177783,Normal
2017-08,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-01,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-10,205.78,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,161,37407,53892,1,0.03031384762083722,Normal
2017-05,255.253,[Boto3,GetBucketLifecycle,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,NoSuchLifecycleConfiguration,NotApplicable,1,31011,630,89128,1,0.004578927417357825,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,r5d.4xlarge,1,10208,17605,4288,1,0.02465649652760621,Normal
2017-03,255.55,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,50,37407,89128,1,0.0451265230390116,Normal
2017-02,255.253,Apache-HttpClient,GetStages,apigateway.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1344,89128,1,0.028290012220635263,Normal
2020-02,47.218,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,670,37407,89128,1,0.03214580453229654,Normal
2017-03,170.251,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,25,37407,89128,1,0.044650471464219965,Normal
2020-01,134.146,Boto3,DescribeSecurityGroups,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,,NotApplicable,0,4621,1547,4288,1,0.015167663091566475,Normal
2019-10,213.253,Boto3,GetAWSOrganizationsAccessStatus,servicecatalog.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,717,12,53892,1,0.06068582226028557,Normal
2018-02,223.22,aws-cli,DescribeSecurityGroups,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,173,1547,5233,1,0.016666329150293424,Normal
2020-01,134.146,aws-cli,DescribeRepositories,ecr.amazonaws.com,us-west-1,IAMUser,AwsApiCall,,NotApplicable,0,4621,159,4967,1,0.05592236731726569,Normal
2019-11,218.251,[aws-cli,ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,112,5470,89128,1,0.022246927905546332,Normal
2017-12,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-03,65.194,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,198,37407,89128,1,0.04092390192536638,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,5063,1,0.013817214794355714,Normal
2020-03,255.6,Boto3,ListInputSecurityGroups,medialive.amazonaws.com,us-east-1,IAMUser,AwsApiCall,ForbiddenException,NotApplicable,1,836,21,53892,1,0.06068582226028557,Normal
2019-11,95.22,Boto3,ListOfferings,medialive.amazonaws.com,us-west-2,IAMUser,AwsApiCall,ForbiddenException,NotApplicable,1,1919,22,89128,1,0.0571373653855089,Normal
2018-03,61.8,aws-cli,GetPolicy202224v2,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,202,1464,89128,1,0.004516990068047233,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,f1.2xlarge,1,4196,17605,5063,1,0.020099059100179673,Normal
2017-05,Unknown,config.amazonaws.com,GetBucketPolicy,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,28065,870,89128,1,0.0064960399718830275,Normal
2017-05,255.253,aws-cli,DescribeConfigurationRecorderStatus,config.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,309,53892,1,0.05569858874726291,Normal
2020-01,179.198,aws-cli,GetUser,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,46,1189,53892,1,0.014365502641687733,Normal
2019-10,250.58,Boto3,DescribeConfigRules,config.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,2490,265,4288,1,0.04603911123132387,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,h1.8xlarge,1,10208,17605,4288,1,0.02465649652760621,Normal
2020-01,134.146,Boto3,DescribeResourcePolicies,logs.amazonaws.com,ap-southeast-1,IAMUser,AwsApiCall,,NotApplicable,0,4621,61,3747,1,0.05641005969773477,Normal
2017-07,0.18,Boto3,DescribeClusters,redshift.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,,NotApplicable,0,459,619,3463,1,0.020069117376587065,Normal
2020-02,162.57,aws-cli,ListAccessKeys,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,200,438,53892,1,0.0661385714571045,Normal
2018-04,24.151,aws-cli,RunInstances,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,c3.4xlarge,1,26,17605,53892,1,0.018171117096309752,Normal
2017-03,98.254,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,13,37407,89128,1,0.042617253546511746,Normal
2018-02,245.181,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,885,37407,89128,1,0.03006260236061853,Normal
2017-03,250.116,aws-cli,GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,12,3927,53892,-1,-0.0044418174932178145,Behavioral Anomaly
2018-02,255.241,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,94,37407,89128,1,0.044581199288850515,Normal
2020-02,162.57,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,200,37407,89128,1,0.03962052546782435,Normal
2018-01,250.253,Boto3,DescribeVpnConnections,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,640,256,5233,1,0.057372398526997936,Normal
2017-05,255.253,[Boto3,GetBucketLocation,s3.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,1342,53892,1,0.006441676378171668,Normal
2019-11,95.22,Boto3,ListDeliveryStreams,firehose.amazonaws.com,ap-southeast-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1919,82,4130,1,0.046351996659080075,Normal
2018-02,112.255,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1820,32561,53892,-1,-0.006545678772027219,Security Error
2019-09,37.54,[aws-cli,ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,478,5470,53892,1,0.024936627328880245,Normal
2018-02,112.255,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1820,32561,53892,-1,-0.006545678772027219,Security Error
2020-03,236.255,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,50,37407,89128,1,0.0451265230390116,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,Client.RequestLimitExceeded,hs1.8xlarge,1,4196,17605,2589,1,0.009884924576472387,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,c5.9xlarge,1,10208,17605,3463,1,0.016974666024185514,Normal
2017-05,255.253,Boto3,ListEntitiesForPolicy,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,3114,53892,1,0.0023861129335542852,Normal
2019-10,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-03,237.87,[aws-cli,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,NoSuchBucket,NotApplicable,1,4133,5427,89128,1,0.01007851175121055,Normal
2018-04,145.121,aws-sdk-nodejs,RunInstances,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,c4.xlarge,1,547,17605,5755,1,0.012087729850479179,Normal
2017-03,90.129,aws-cli,DescribeInstanceStatus,ec2.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,,NotApplicable,0,175,165,3712,1,0.057016870523735164,Normal
2019-09,251.36,aws-cli,ListFunctions202224,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,79,1759,89128,1,0.01700909161664893,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ap-southeast-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,m3.large,1,10208,17605,3747,1,0.023090342727458635,Normal
2019-11,240.191,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,29,37407,89128,1,0.044650471464219965,Normal
2017-11,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,5755,1,0.010271662915764812,Normal
2019-09,3.10,console.amazonaws.com,GetAccountSummary,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,AccessDenied,NotApplicable,1,107,276,53892,1,0.05771264664500053,Normal
2020-02,0.3,Boto3,ListTagOptions,servicecatalog.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,703,11,53892,1,0.06068582226028557,Normal
2018-04,155.63,Boto3,RunInstances,ec2.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,Client.InstanceLimitExceeded,m5.24xlarge,1,5444,17605,3712,1,0.01621525737820556,Normal
2017-12,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,5233,1,0.013358072078756389,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,Client.UnauthorizedOperation,r5d.16xlarge,1,10208,17605,89128,1,0.014895211541265496,Normal
2017-05,255.253,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,32561,53892,1,0.00500342663257225,Normal
2018-02,223.22,aws-cli,DescribeVpcPeeringConnections,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,,NotApplicable,0,173,553,4288,1,0.03390021373473706,Normal
2017-02,255.253,Apache-HttpClient,GetStages,apigateway.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1344,89128,1,0.028290012220635263,Normal
2020-02,2.7,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,835,37407,89128,1,0.02974820085769997,Normal
2017-05,255.253,[Boto3,GetBucketCors,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,NoSuchCORSConfiguration,NotApplicable,1,31011,523,89128,1,0.021124621832313784,Normal
2019-11,8.103,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,2869,37407,89128,1,0.018184977589420614,Normal
2017-03,121.226,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,63,37407,53892,1,0.031464499894674036,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,Client.UnauthorizedOperation,m5.16xlarge,1,4196,17605,2589,1,0.009884924576472387,Normal
2017-11,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,sa-east-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,3621,1,0.017232443441891232,Normal
2018-01,166.140,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,404,37407,89128,1,0.0352489503998189,Normal
2019-12,250.151,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,86,37407,53892,1,0.03187676105477194,Normal
2020-01,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
